depth,mag,nst,gap,dmin,rms,horizontalError,depthError,lon_sin,lon_cos,lat_sin,lat_cos
88.58,5.136,72.0,39.0,2.842,0.62,8.8,5.299,0.775034934904345,-0.6319183884631129,-0.12694169367670444,0.9919101806143991
592.972,5.4,185.0,33.0,3.37,0.76,9.63,5.746,-0.027604111243305838,-0.9996189339155532,-0.30885099899337315,0.9511104354494253
596.425,5.3,248.0,22.0,4.899,0.79,9.73,4.916,-0.0074908830913925,-0.9999719429416563,-0.37666892160610377,0.9263479494747613
115.0,6.0,182.0,52.0,1.838,0.59,8.01,1.894,0.7992579488542647,-0.6009881289953019,0.10134800709436273,0.9948510348077249
,5.136,88.0,48.0,2.512,0.7,7.26,1.8,0.8032231265767111,-0.595678276364291,-0.028331628825492127,0.9995985788345713
,5.136,77.0,31.0,3.95,0.64,8.06,1.804,0.9987594801131283,-0.04979458689610333,0.5501805451261184,0.8350457279483126
,5.6,179.0,26.0,4.142,0.57,7.24,1.832,0.9986361947228495,-0.05220872139276108,0.552503010729589,0.8335109016292107
9.0,5.6,265.0,143.0,1.445,0.61,6.3,1.882,-0.9979412189289426,0.06413519753315106,0.1697244777025389,0.985491553321793
,5.367800000000001,106.0,43.0,2.678,0.56,7.61,1.811,0.7175539800163441,-0.6965028971674878,-0.08412655053291622,0.9964550785135438
13.012,5.136,158.0,86.0,1.718,0.71,7.21,3.505,0.7975691894354866,-0.6032274762170743,0.13738058144040366,0.9905183369544941
42.632,5.0,113.0,64.0,1.572,0.98,4.99,4.845,0.7994949430798177,-0.6006728194198561,0.13775225959448867,0.9904667157338568
46.294,5.136,79.0,97.0,5.664,0.65,9.62,5.7,0.24985107922795496,-0.9682842755144928,-0.18753389523033062,0.9822581321321495
,5.2519,123.0,38.0,1.682,0.69,7.87,1.726,-0.11854087826862171,-0.9929491730090235,-0.25706195339744836,0.9663949255431178
,5.136,42.0,67.0,2.975,0.96,7.75,1.872,-0.13223044024964062,-0.9912190023760573,-0.29646656697000084,0.9550432318324767
542.094,5.2519,128.0,56.0,5.762,0.99,10.98,6.158,0.027974152613123325,-0.9996086468141308,-0.4012029139524038,0.9159892039953855
,6.1,77.0,41.0,4.71,1.18,11.98,1.775,0.3622639792806661,-0.9320755384172128,-0.8589178909213958,0.5121133240359415
,5.1,18.0,81.0,28.54581000000003,1.09,12.11,1.758,-0.826818551990267,-0.5624687387621806,-0.8247731602818578,0.5654637336546676
30.433,5.3,90.0,31.0,1.546,0.59,9.81,4.43,-0.10542581272839405,-0.9944271707925914,-0.34464292317451706,0.9387338576538741
38.577,5.1,102.0,66.0,3.527,0.43,8.31,4.781,0.8603206096351287,0.5097533213594989,0.4548549213077098,0.8905655509630703
,5.4,114.0,26.0,8.749,0.46,7.64,1.801,0.9986080770980716,-0.052743799204189167,0.5517055546170295,0.8340389565270413
,5.136,44.0,84.0,2.649,0.66,10.69,1.611,-0.132451877398643,-0.9911894370772798,-0.30604425807128294,0.9520172856107173
,5.2,79.0,102.0,1.65,0.81,7.33,1.802,0.9774932832164281,-0.210966540633267,-0.10154073922124422,0.99483138183232
,5.136,76.0,78.0,9.077,0.67,9.75,1.869,0.8796834355787029,0.47555972618426184,-0.48066586899521624,0.87690382732833
23.187,6.8,49.0,58.0,4.403,0.57,10.52,3.009,0.3560188456919266,-0.9344787753139117,-0.8561597851660658,0.5167111594153895
,5.136,31.0,86.0,3.302,0.76,4.49,1.858,-0.9269122794616442,-0.3752780651506544,-0.4930477658906275,0.8700022416926643
63.387,5.2519,63.0,91.0,0.645,0.54,8.15,5.338,0.9742615903715052,-0.22542039288135746,-0.08726527954864689,0.9961851087951961
,5.136,29.0,118.0,3.142,0.63,5.18,1.888,-0.033715115828838536,-0.999431483877033,-0.5359977251025327,0.8442194256737461
,5.2,43.0,90.0,3.032,1.18,9.79,1.843,-0.03267547292112243,-0.9994660141642541,-0.5343375967064093,0.8452711593009776
,5.136,32.0,82.0,6.429,0.61,7.5,1.926,-0.4320589907020856,0.9018453462503951,-0.826266442784734,0.5632794737320558
546.098,5.8,129.0,32.0,2.998,0.53,9.82,3.248,-0.028895139344372822,-0.9995824482864178,-0.35122892355604934,0.9362896150538351
8.034,5.9,255.0,18.0,13.433,0.93,8.31,2.95,0.8448026722164413,0.5350779803131128,0.19954751164982992,0.9798881520838799
42.374,5.4,194.0,42.0,2.119,0.62,8.42,5.274,0.8013582278294934,-0.5981847462866081,0.15404821454553821,0.988063331773491
,5.367800000000001,76.0,76.0,2.506,0.62,8.51,1.862,0.6486513971109241,-0.7610856489423816,-0.08299605421166838,0.9965498758141982
23.083,5.1,105.0,114.0,2.287,0.62,6.52,4.238,0.6342988383863783,-0.7730879533543974,0.5788685249072899,0.8154208918538072
,5.136,73.0,30.0,1.122,0.93,6.43,1.221,0.3612193601569362,-0.9324808704996653,-0.16094238780919642,0.9869638026828919
,5.2,141.0,78.0,2.307,0.82,7.63,1.818,-0.7968769555562003,-0.6041416371211982,0.6608941309852614,0.7504791453659696
26.936,5.0,200.0,75.0,0.722,0.83,5.04,3.867,-0.046742078714609434,-0.9989069917051523,0.7776081659340983,0.6287491870949877
,5.2,193.0,58.0,11.255,0.44,8.72,1.87,0.9997744998585224,-0.021235569986262994,0.8843711998705417,0.46678429797877563
18.0,5.4,193.0,64.0,2.115,0.65,8.62,1.738,0.8013958113037396,-0.5981343942834428,0.15400855101720756,0.9880695148690603
14.569,5.1,191.0,42.0,2.152,0.94,8.13,3.153,0.8005002573453635,-0.5993324102616234,0.1537878103275794,0.9881038960527625
119.968,5.5,144.0,27.0,0.005,0.83,6.27,4.114,0.027974152613123325,-0.9996086468141308,0.7880279458111816,0.6156394696741019
,5.4,85.0,42.0,4.635,0.91,9.95,1.722,0.3587003254896001,-0.9334527714317714,-0.8582512792799195,0.5132297162230394
33.245,5.367800000000001,79.0,83.0,2.321,0.61,8.57,4.368,0.31133662186141525,-0.9502996937218922,-0.18745846266797933,0.98227253080505
184.618,5.136,171.0,59.0,0.324,0.78,7.13,4.554,-0.9988688938765923,0.04754926756274025,0.22336410019243713,0.9747350813145195
,5.0,83.0,69.0,13.441,0.6,9.81,1.868,0.8448260185935198,0.5350411183333685,0.19940042984135464,0.9799180927909653
45.156,5.367800000000001,70.0,40.0,1.674,0.77,8.01,5.217,0.9614313340022151,-0.27504506903182424,-0.12837154060699033,0.9917261454465077
34.0,5.6,133.0,54.0,1.712,0.72,7.95,1.798,0.9616063550378645,-0.27443253806863444,-0.12776570566527565,0.9918043781189182
,5.4,133.0,30.0,0.592,0.7,6.04,1.782,0.9796856499131971,0.20053934116316624,0.6588430921590064,0.7522803865011762
,5.136,105.0,49.0,4.429,0.65,4.36,1.848,0.5997724176656996,-0.8001706361817095,-0.10866735276581618,0.9940781691813122
82.022,5.3,85.0,62.0,0.274,0.61,7.14,3.789,-0.9988488051350731,0.047969411922981084,0.21709388514356412,0.9761507286445434
55.066,5.136,68.0,75.0,6.172,0.52,4.39,6.17,0.22373495295146212,-0.9746500247923903,-0.25792542944012786,0.9661648269566253
,5.0,84.0,120.0,2.246,0.79,4.79,1.846,0.5944312806702245,-0.8041464123906521,0.6370123902752229,0.7708535623812393
16.972,5.136,115.0,53.0,2.728,0.49,4.58,3.935,0.8303586726478047,0.5572292838307906,0.4645978701169887,0.8855217778704021
,5.367800000000001,80.0,71.0,3.427,0.5,7.24,1.729,0.7808612672905628,-0.6247044751283412,0.06918364770640971,0.9976039408954013
404.065,5.3,195.0,23.0,2.171,0.69,6.19,4.103,0.6756107960194823,-0.737258470485027,0.5323710862662552,0.846511090599342
,5.0,132.0,36.0,0.496,0.49,5.0,1.648,0.9802183581696945,0.1979191004100122,0.6568990063433958,0.7539785775902782
19.996,5.3,119.0,60.0,2.173,0.78,7.97,4.149,0.9890766618191158,-0.14740202523966345,-0.01199536026426091,0.9999280530778855
114.676,5.3,127.0,66.0,1.917,0.67,10.96,5.443,-0.09150857069105026,-0.995804288748588,-0.33037272605743045,0.9438505506050108
,6.3,98.0,38.0,7.986,0.86,9.49,1.767,-0.9349836273419575,-0.35469087470990207,-0.57485102424055,0.8182580888262521
44.275,5.2519,98.0,123.0,6.152,0.75,9.31,3.588,0.44021813759694545,-0.8978908571372562,0.7369010809331104,0.676000589437327
165.742,5.2,131.0,53.0,0.746,0.83,9.67,4.292,0.4747504024124187,-0.8801204777808811,-0.08269515020957502,0.9965748903779463
,5.2519,64.0,123.0,4.053,0.8,10.7,1.799,-0.0650426153494022,-0.9978824871639494,-0.42979734757576216,0.9029253789859046
606.3270000000003,5.2519,250.0,16.0,2.255,0.58,8.35,4.417,0.9140374505859512,-0.4056298052736446,-0.10819195208228036,0.9941300224340001
,5.0,51.0,83.0,6.507,0.68,10.19,1.787,-0.4965013520018198,0.8680359482535069,-0.8629046669794664,0.5053667338725968
290.557,5.4,183.0,37.0,1.582,0.55,10.5,5.1,-0.05462777899115162,-0.9985067880402686,-0.35642655507398785,0.934323343836645
,5.5,104.0,51.0,5.62,0.46,8.72,1.85,0.5579015527000958,-0.8299071378743662,-0.015546766627995992,0.9998791417203454
364.714,5.2519,92.0,67.0,3.302,0.69,11.78,5.02,-0.0273738148428383,-0.9996252669180337,-0.38364264785976226,0.923481628806524
21.152,5.0,181.0,70.0,0.753,0.69,4.77,3.787,0.8360161940421965,-0.5487047687957528,0.4027722500200859,0.915300231953296
,5.2519,110.0,64.0,8.049,0.38,7.62,1.792,0.9972898788731999,-0.07357239629832879,0.680256626508741,0.7329740255226971
,5.0,203.0,57.0,1.882,0.72,6.88,1.7,-0.9996725040474171,0.025590714166796036,-0.003485415459319353,0.9999939259210907
20.92,5.1,69.0,44.0,6.937,0.81,9.73,4.667,-0.4272915895268125,0.9041138741992902,-0.8398984713539936,0.5427435470065257
76.295,5.136,130.0,96.0,2.229,0.72,9.03,5.333,-0.9806638742129828,0.19569968271201404,-0.16257172534728112,0.9866967285430758
144.671,5.0,85.0,33.0,2.742,0.71,8.3,1.443,0.7740402590380125,-0.6331363813495212,-0.12553409274417643,0.9920893062415785
104.647,5.1,201.0,62.0,2.282,0.47,6.7,3.824,-0.971109711915011,0.23863345830864566,-0.11270724421860127,0.9936282388804419
61.258,5.136,110.0,43.0,1.233,0.39,8.41,6.222,0.45014831368810027,-0.8929538037792099,-0.0835178351057058,0.9965062825789189
,5.2519,29.0,141.0,25.148,0.62,14.17,1.857,-0.6131111371402785,-0.7899966667743318,-0.8319444381416738,0.5548589477021476
222.062,5.6,130.0,44.0,3.816,0.77,7.25,3.702,-0.09382855867634717,-0.9955883695467316,-0.2770379572732545,0.9608589752038862
,5.5,105.0,53.0,2.894,0.63,6.96,1.429,-0.08169150274146485,-0.9966576635835603,-0.2641693282802769,0.9644763169699644
,5.2519,26.0,85.0,1.545,1.25,8.07,1.813,-0.11133364390073862,-0.9937830848509063,-0.35455542708394555,0.935034998877219
153.049,5.2,235.0,35.0,4.542,0.67,7.36,3.128,0.19854521416788815,-0.980091729345283,-0.3083795208259119,0.9512634078609252
9.519,5.0,50.0,114.0,0.92,0.63,4.74,3.359,-0.9502420786585405,0.31151242663286505,-0.4873415708839403,0.8732114253079682
67.251,5.2,91.0,136.0,0.709,0.54,9.6,5.46,-0.9757562104215354,0.2188602700898551,-0.19914388105415423,0.979970262119565
,5.136,44.0,45.0,17.532,0.68,10.17,1.819,0.9949341872487554,-0.10052841908464727,-0.718433520773215,0.695595626948159
,5.1,95.0,138.0,1.793,0.87,7.29,1.929,-0.9355316061578811,-0.3532429955139312,0.4412490088591997,0.8973847069015461
,5.1,35.0,66.0,2.595,1.27,3.75,1.854,-0.1323082900001279,-0.9912086139644076,-0.3082699411019515,0.9512989243203208
,5.1,149.0,69.0,4.115,0.5,8.89,1.348,0.26815318320220943,-0.9633762869920155,0.8224340596706604,0.5688604552028877
,5.2,58.0,43.0,28.54581000000003,0.52,13.34,1.768,-0.767753706911723,-0.6407450706195938,-0.8185870385417442,0.5743825035039428
8.0,5.6,166.0,27.0,5.063,0.63,8.28,1.728,0.1239842275933116,-0.9922841887826742,-0.2866633383914694,0.9580313827961263
14.0,6.0,143.0,56.0,6.667,0.68,9.99,1.869,0.6616718166054598,-0.7497935763328669,0.19088951807845547,0.9816115279925023
372.322,5.2,125.0,40.0,1.943,0.7,6.53,4.317,0.6681208985883257,-0.7440527298985793,0.5271397176341583,0.849778628874944
12.946,5.2,93.0,52.0,7.615,0.62,10.93,3.148,-0.42046265062722465,0.907309847531442,-0.8508193634084796,0.5254582864977861
23.0,5.7,111.0,33.0,7.531,0.71,9.03,1.74,-0.4230405579041664,0.9061107472975539,-0.8506698420524185,0.5257003136983214
28.0,5.8,141.0,72.0,0.642,0.56,3.92,1.769,-0.9478841388686395,0.3186152213583928,-0.483149443959334,0.875537900265766
62.664,5.2519,109.0,71.0,0.764,0.78,7.67,3.026,0.4593643845164661,-0.8882479171029946,-0.08335956398059202,0.9965195347272253
13.152,5.136,95.0,40.0,1.891,0.69,8.46,3.928,-0.21808873558203776,0.9759289438336318,-0.12543020070684216,0.9921024467012675
236.0,6.1,168.0,23.0,5.095,0.89,5.68,1.86,0.6047117155845035,-0.796444436878585,0.3747457579304273,0.927127616303791
120.486,5.0,132.0,104.0,3.619,0.54,9.23,5.566,0.18843214333577432,-0.9820862117746518,-0.3311929714896859,0.9435630427458634
,5.4,87.0,19.0,11.63,0.61,10.29,1.771,-0.5426042791064641,0.8399884500964012,0.09542010671558801,0.9954370915504334
,5.2,68.0,24.0,11.754,0.67,10.6,1.785,-0.5428153740908289,0.8398520522393415,0.09772012179112437,0.9952139356927875
35.0,5.3,93.0,103.0,2.857,0.7,3.6,1.813,0.8017735581335678,-0.5976279456968511,0.16882484333458533,0.9856460684612163
33.936,5.4,307.0,56.0,0.19,0.73,5.32,3.022,-0.9471246289649137,0.32086591780379964,-0.4732412556468344,0.8809328657473324
50.159,5.599600000000001,189.0,72.0,1.617,0.61,9.08,3.318,0.8121823069935422,-0.5834037197401534,0.1511417770872231,0.9885120956361213
32.0,5.8,103.0,43.0,1.602,0.83,8.66,1.825,0.8134257530149683,-0.5816687582568207,0.15095371893399184,0.9885408310939905
19.533,5.136,83.0,125.0,3.009,0.65,8.1,4.221,-0.958794450355069,0.28410068984133235,-0.3105619589373124,0.950553138788684
36.97,5.8896,62.0,73.0,0.04288,0.11,0.38,0.51,-0.4148017654783469,-0.9099118063614993,0.3286496187759547,0.9444519194106281
13.0,6.1,210.0,26.0,0.893,0.74,6.62,1.373,-0.04828669374445489,-0.9988335172626264,-0.49889317463554667,0.8666634873479244
5.867,5.0,74.0,147.0,1.846,0.98,6.51,4.043,-0.9349929128069284,-0.3546663967742301,0.43865035272410735,0.8986578147743535
,5.136,54.0,47.0,9.115,0.56,7.52,1.849,-0.5089617928260047,0.8607891108996089,0.02859506676316803,0.9995910774695871
,5.1,97.0,141.0,1.748,0.72,5.95,1.854,-0.9351086178084896,-0.3543612181098492,0.4411973224786391,0.8974101195315772
,5.2,111.0,35.0,1.491,0.6,3.2,1.718,0.7569619820933974,-0.6534589181159249,-0.05796304000648766,0.9983187296616278
44.0,5.4,129.0,65.0,5.256,0.66,9.2,1.221,0.8574485319342718,-0.514569737823516,0.31738741204757,0.9482959615403548
80.855,5.136,85.0,38.0,2.071,0.8,6.31,5.125,0.800938330827064,-0.5987468498555599,0.15257014984246653,0.9882926435914856
65.508,5.136,88.0,114.0,2.13,0.65,9.13,5.639,0.8014041627572607,-0.5981232046287236,0.15432757670961078,0.9880197361727847
206.692,5.136,103.0,22.0,6.057,0.85,8.75,4.334,0.24220977748412129,-0.9702239038959474,-0.18409716998243228,0.9829080486009154
65.871,5.136,82.0,152.0,0.511,0.64,6.93,4.801,-0.9999746337602442,0.007122628452010949,0.22765583275267146,0.9737416607158634
52.252,5.1,212.0,53.0,1.977,0.68,8.18,4.358,0.8061173273366782,-0.5917557389392779,0.15525869469334197,0.987873847068602
66.084,5.1,308.0,47.0,0.53,0.9,6.06,3.312,-0.9999720082738671,0.007482156689691059,0.22724453350579005,0.9738377287781245
,5.0,51.0,191.03000000000029,11.158,0.59,14.2,1.98,-0.9992474260449087,0.03878893582743304,-0.658099625848758,0.7529308616717239
184.339,5.1,109.0,69.0,4.989,0.65,7.94,3.262,0.5965863191589245,-0.8025489167598483,0.37789411250923766,0.9258488212072506
,5.0,122.0,42.0,7.851,0.62,8.79,1.789,-0.5763253472145291,0.8172203461478749,0.823656336915155,0.5670892686866051
,5.3,116.0,30.0,7.856,0.74,8.79,1.834,-0.5767545895570084,0.8169174642673069,0.823452393640811,0.5673853676358062
,5.4,136.0,38.0,7.88,0.64,8.84,1.792,-0.5753935870872939,0.8178766532545214,0.8235850678727955,0.5671927679166606
38.302,5.136,83.0,97.0,1.119,0.45,6.71,6.714,0.7495718058843609,-0.6619230376888676,0.5117789871781211,0.8591171446798955
,5.136,21.0,147.0,2.68,0.43,9.26,1.92,0.16800593335644645,-0.985785984053856,-0.3898392911713771,0.9208829062693032
,5.3,92.0,82.0,2.595,0.61,8.48,1.861,0.1698981957954245,-0.9854616192756873,-0.39170289382940976,0.9200917579055179
51.246,5.0,214.0,26.0,3.308,0.59,7.19,4.572,0.9833346465215265,-0.18180476602769435,-0.03755065517116837,0.9992947254420069
39.0,5.4,154.0,26.0,1.775,0.77,4.94,1.835,0.5946249464618614,-0.8040032170614919,0.21466202813042642,0.9766883912891214
83.417,5.2519,77.0,54.0,3.339,0.65,11.97,5.073,-0.09806403719610604,-0.9951801066182948,-0.3074778570298956,0.9515552361457023
35.029,5.2,185.0,109.0,4.488,0.65,9.5,5.673,-0.9847789475171259,0.17381146258823613,-0.1402998907820564,0.9901090549260435
84.075,5.2519,44.0,78.0,3.436,0.67,12.19,6.795,-0.09836972994811177,-0.9951499365572685,-0.30587975672546003,0.9520701520505584
232.365,5.1,76.0,46.0,7.623,0.62,7.15,4.906,0.2239101611107809,-0.9746097884545097,-0.21666964225526417,0.9762449826375426
35.893,5.0,107.0,105.0,1.644,0.75,7.44,6.346,0.7989211194221203,-0.6014358194697971,0.04150596563113287,0.9991382561072453
3.0,5.06,64.0,98.0,0.0,0.25,,0.7,-0.9930400501164286,-0.11777715765275124,0.5811906935819361,0.8137673977825285
,5.136,90.0,36.0,5.434,0.91,7.69,1.831,0.9923896437011656,-0.123137301719153,0.6015710657489156,0.7988192867311817
62.522,5.2519,92.0,76.0,1.706,0.67,3.95,6.145,0.7996574114581874,-0.6004565132463726,0.14205365700767522,0.9898589589081597
,5.136,44.0,41.0,1.771,0.74,8.23,1.856,-0.12050589315995551,-0.9927126118437911,-0.2616063729245678,0.9651746503329084
,5.136,91.0,71.0,2.66,0.64,10.07,1.886,0.6046213579380891,-0.7965130341212886,0.20529724436330046,0.9786996686710563
176.0,5.8,165.0,32.0,2.448,0.78,10.0,1.93,-0.04981027536718655,-0.9987586978183695,-0.388089908028746,0.9216215184587648
41.461,5.136,112.0,54.0,1.419,0.71,2.83,5.803,0.8040696322895613,-0.5945351347311021,0.03293538700666583,0.9994574829790015
102.026,5.2519,85.0,64.0,5.37,0.56,9.35,3.693,-0.4635852465238145,0.886052323063065,-0.8290473321860908,0.5591784339503139
,5.7,326.0,24.0,0.821,0.56,4.94,1.734,0.9804048009730879,0.1969934674777817,0.6586697617167014,0.7524321530876147
,5.1,113.0,43.0,2.315,0.47,8.23,1.823,0.7939373436980245,-0.6079995841131184,0.14732952173762556,0.9890874642945195
7.2,5.1,89.0,82.0,0.229,0.61,3.53,3.541,0.8542366027059113,-0.5198844358099818,0.400688068335412,0.9162145337712321
606.3270000000003,6.5,237.0,40.0,6.526,0.86,7.28,2.996,-0.9477711934185609,0.31895103844627465,-0.14325080025791406,0.9896864191376313
70.051,5.2519,172.0,66.0,1.737,0.57,7.02,4.892,0.6433783722628826,-0.7655483460267964,0.5811731765594266,0.8137799081126454
163.893,5.136,112.0,56.0,2.526,0.72,7.25,5.04,0.8112322410727086,-0.5847240811221569,0.0790732827896966,0.9968688057858269
,5.4,127.0,48.0,3.01,0.88,7.44,1.709,-0.12528994427477122,-0.9921201690640226,-0.30571192270935316,0.9521240572075419
,5.4,135.0,49.0,3.226,0.45,7.57,1.805,0.9178634163791988,-0.39689639564085927,-0.20152754613833654,0.9794828472961947
90.0,6.1,134.0,57.0,0.479,0.84,7.28,1.935,-0.999942224865425,-0.010749275844629232,0.2429988031216201,0.9700265881312018
11.291,5.1,148.0,23.0,0.68,0.56,4.14,3.824,0.4558276602757906,0.8900680558965693,0.615325836983061,0.7882728679468142
227.678,5.4,96.0,28.0,3.944,0.71,8.62,5.09,0.5443506428411957,-0.8388577815329468,-0.09476336184812474,0.9954998268464146
43.944,5.1,65.0,51.0,3.124,0.76,9.42,6.316,0.6123124965360949,-0.7906158400802091,0.20431837010166473,0.9789044915817882
45.09,5.4,191.0,29.0,2.096,0.58,6.61,3.718,0.6217548982979818,-0.7832118783844295,0.4867074412458628,0.8735650328601214
94.358,5.2519,101.0,37.0,3.462,1.21,8.67,4.901,0.5419443864355178,-0.8404143513833102,-0.1031449553646331,0.9946663351007854
,5.5,89.0,39.0,6.751,0.46,5.98,1.785,-0.2412698491095979,0.9704580670542298,-0.02004725406825804,0.999799033608416
,5.3,150.0,55.0,0.274,0.54,4.83,1.804,0.981166111354916,0.19316589224982875,0.659512449318418,0.751693640517213
121.034,5.0,90.0,32.0,0.742,0.83,3.56,5.381,-0.930052498396363,0.36742665965697596,-0.3714812687215476,0.9284404488113545
21.238,5.136,81.0,59.0,2.208,0.67,8.14,4.002,0.48641467947190775,-0.8737280810379401,-0.10476278906498102,0.9944972388233797
,5.4,105.0,58.0,0.554,0.44,7.22,1.879,0.686737432180771,0.7269055641840698,0.20337859525536098,0.9791001720927006
16.204,5.0,79.0,29.0,0.751,0.69,4.23,3.53,0.6214541206988,0.7834505573847538,0.6173627055471058,0.786678644555423
21.643,5.6,85.0,54.0,3.41,0.99,6.69,2.555,0.8556633836747323,-0.5175327756174559,-0.14274121933901507,0.9897600437993096
7.536,5.1,232.0,45.0,0.443,0.49,5.54,3.458,0.9804061762230409,0.19698662295626956,0.6576290452268566,0.7533419136580766
67.683,5.136,99.0,49.0,1.639,0.47,8.28,6.821,0.6265031512388917,-0.779418887048382,-0.0712484987601309,0.9974585963459474
,5.1,43.0,109.0,0.429,0.73,5.2,1.863,0.06299954437984291,-0.9980135557235343,-0.6463144486667105,0.7630711850441255
22.147,5.136,74.0,62.0,1.586,0.58,6.34,4.677,0.955088754563665,-0.29631987936354726,-0.1565172088761047,0.9876752317060673
45.386,5.2519,45.0,79.0,3.347,0.92,12.15,7.304,-0.017410524899667247,-0.9998484253239178,-0.5371141238902104,0.8435095837734458
113.11,5.3,99.0,38.0,0.875,1.3,5.16,4.571,-0.931350364186167,0.3641242907721128,-0.3776339359175014,0.9259549721468406
,5.136,56.0,124.0,1.713,1.23,8.63,1.812,-0.08748261134651103,-0.996166046757264,-0.38878146785844253,0.9213300007325469
,5.0,60.0,161.0,1.617,0.82,8.14,1.863,-0.9332817537815126,-0.35914505155786863,0.43993916985591514,0.8980275757606156
